Ticker	Fund Name	Issuer	Segment	Analyst Pick	Grade	E	T	F	Ticker	Fund Name	Asset Class	Region	Geography	Category	Focus	Niche	Inverse	Leveraged	ETN	Underlying Index	Selection Criteria	Weighting Scheme	Active per SEC	Ticker	Fund name	Dividend yield	P/E	P/B	Duration		Credit quality	YTM		Ticker	Fund name	Issuer	Expense ratio %	AUM	Spread	Segment	Ticker	Fund Name	Legal Structure	MAX LT Capital Gains Rate	Max ST Capital Gains Rate	Tax Reporting
HYLS	First Trust Tactical High Yield ETF	First Trust	Fixed Income: Global - Broad Market High Yield		D	63	82	0	HYLS	First Trust Tactical High Yield ETF	Fixed Income	Global	Global	Broad Market	High Yield	Broad Maturities	No	No	No	--	Proprietary	Proprietary	Yes	HYLS	First Trust Tactical High Yield ETF	5.32%	--	--		--	--    	--		HYLS	First Trust Tactical High Yield ETF	First Trust	1.23%	$1.10B	0.10%	Fixed Income: Global - Broad Market High Yield	HYLS	First Trust Tactical High Yield ETF	Open-Ended Fund	20.00	39.60	1099
HYMB	SPDR Nuveen S&P High Yield Municipal Bond ETF	State Street Global Advisors	Fixed Income: U.S. - Municipals High Yield		C	82	72	59	HYMB	SPDR Nuveen S&P High Yield Municipal Bond ETF	Fixed Income	North America	U.S.	Municipals	High Yield	Broad Maturities	No	No	No	S&P Municipal Yield Index	Committee	Market Value	No	HYMB	SPDR Nuveen S&P High Yield Municipal Bond ETF	4.04%	--	--		6.88	B+	4.95%		HYMB	SPDR Nuveen S&P High Yield Municipal Bond ETF	State Street Global Advisors	0.45%	$558.36M	0.13%	Fixed Income: U.S. - Municipals High Yield	HYMB	SPDR Nuveen S&P High Yield Municipal Bond ETF	Open-Ended Fund	20.00	39.60	1099
HYND	WisdomTree BofA Merrill Lynch High Yield Bond Negative Duration Fund	WisdomTree	Fixed Income: U.S. - Corporate High Yield Short-Term		F	62	17	43	HYND	WisdomTree BofA Merrill Lynch High Yield Bond Negative Duration Fund	Fixed Income	North America	U.S.	Corporate	High Yield	Short-Term	No	No	No	BofA Merrill Lynch 0-5 Year US High Yield Constrained, Negative Seven Duration Index	Market Value	Market Value	No	HYND	WisdomTree BofA Merrill Lynch High Yield Bond Negative Duration Fund	4.76%	--	--		-6.82	B-	6.81%		HYND	WisdomTree BofA Merrill Lynch High Yield Bond Negative Duration Fund	WisdomTree	0.48%	$8.40M	1.09%	Fixed Income: U.S. - Corporate High Yield Short-Term	HYND	WisdomTree BofA Merrill Lynch High Yield Bond Negative Duration Fund	Open-Ended Fund	20.00	39.60	1099
HYS	PIMCO 0-5 Year High Yield Corporate Bond Index ETF	PIMCO	Fixed Income: U.S. - Corporate High Yield Short-Term		C	74	74	83	HYS	PIMCO 0-5 Year High Yield Corporate Bond Index ETF	Fixed Income	North America	U.S.	Corporate	High Yield	Short-Term	No	No	No	BofA Merrill Lynch 0-5 Year US High Yield Constrained Index	Market Value	Market Value	No	HYS	PIMCO 0-5 Year High Yield Corporate Bond Index ETF	5.09%	--	--		2.04	B-	6.88%		HYS	PIMCO 0-5 Year High Yield Corporate Bond Index ETF	PIMCO	0.55%	$2.18B	0.06%	Fixed Income: U.S. - Corporate High Yield Short-Term	HYS	PIMCO 0-5 Year High Yield Corporate Bond Index ETF	Open-Ended Fund	20.00	39.60	1099
HYXE	iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF	BlackRock	Fixed Income: U.S. - Corporate High Yield		D	63	53	--	HYXE	iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF	Fixed Income	North America	U.S.	Corporate	High Yield	Broad Maturities	No	No	No	Markit iBoxx USD Liquid High Yield ex-Oil & Gas Index	Market Value	Market Value	No	HYXE	iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF	--	--	--		--	--    	--		HYXE	iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF	BlackRock	0.50%	$10.32M	0.13%	Fixed Income: U.S. - Corporate High Yield	HYXE	iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF	Open-Ended Fund	20.00	39.60	1099
HYXU	iShares International High Yield Bond ETF	BlackRock	Fixed Income: Developed Markets Ex-U.S. - Corporate High Yield		C	87	48	0	HYXU	iShares International High Yield Bond ETF	Fixed Income	Developed Markets	Developed Markets Ex-U.S.	Corporate	High Yield	Broad Maturities	No	No	No	Markit iBoxx Global Developed Markets ex-US High Yield Index	Developed Mkt. Currencies	Market Value	No	HYXU	iShares International High Yield Bond ETF	1.71%	--	--		3.37	B+	3.90%		HYXU	iShares International High Yield Bond ETF	BlackRock	0.40%	$69.16M	0.33%	Fixed Income: Developed Markets Ex-U.S. - Corporate High Yield	HYXU	iShares International High Yield Bond ETF	Open-Ended Fund	20.00	39.60	1099
HYZD	WisdomTree Interest Rate Hedged High Yield Bond Fund	WisdomTree	Fixed Income: U.S. - Corporate High Yield Short-Term		D	72	42	61	HYZD	WisdomTree Interest Rate Hedged High Yield Bond Fund	Fixed Income	North America	U.S.	Corporate	High Yield	Short-Term	No	No	No	BofA Merrill Lynch 0-5 Year US High Yield Constrained, Zero Duration Index	Market Value	Market Value	No	HYZD	WisdomTree Interest Rate Hedged High Yield Bond Fund	5.07%	--	--		0.04	B-	6.58%		HYZD	WisdomTree Interest Rate Hedged High Yield Bond Fund	WisdomTree	0.43%	$16.70M	0.76%	Fixed Income: U.S. - Corporate High Yield Short-Term	HYZD	WisdomTree Interest Rate Hedged High Yield Bond Fund	Open-Ended Fund	20.00	39.60	1099
IAGG	iShares Core International Aggregate Bond ETF	BlackRock	Fixed Income: Global Ex-U.S. - Broad Market Investment Grade		C	83	69	--	IAGG	iShares Core International Aggregate Bond ETF	Fixed Income	Global Ex-U.S.	Global Ex-U.S.	Broad Market	Investment Grade	Broad Maturities	No	No	No	Bloomberg Barclays Global Aggregate ex USD 10% Issuer Capped (Hedged) Index	Market Value	Market Value	No	IAGG	iShares Core International Aggregate Bond ETF	1.57%	--	--		7.32	A	0.80%		IAGG	iShares Core International Aggregate Bond ETF	BlackRock	0.11%	$249.82M	0.23%	Fixed Income: Global Ex-U.S. - Broad Market Investment Grade	IAGG	iShares Core International Aggregate Bond ETF	Open-Ended Fund	20.00	39.60	1099
IAI	iShares U.S. Broker-Dealers & Securities Exchanges ETF	BlackRock	Equity: U.S. Banking and Investment Services		B	76	94	80	IAI	iShares U.S. Broker-Dealers & Securities Exchanges ETF	Equity	North America	U.S.	Sector	Financials	Banking and Investment Services	No	No	No	Dow Jones U.S. Select Investment Services Index	Market Cap	Market Cap	No	IAI	iShares U.S. Broker-Dealers & Securities Exchanges ETF	1.44%	22.24	1.92		--	--    	--		IAI	iShares U.S. Broker-Dealers & Securities Exchanges ETF	BlackRock	0.44%	$192.90M	0.11%	Equity: U.S. Banking and Investment Services	IAI	iShares U.S. Broker-Dealers & Securities Exchanges ETF	Open-Ended Fund	20.00	39.60	1099
IAK	iShares U.S. Insurance ETF	BlackRock	Equity: U.S. Insurance		A	91	94	80	IAK	iShares U.S. Insurance ETF	Equity	North America	U.S.	Sector	Financials	Insurance	No	No	No	Dow Jones U.S. Select Insurance Index	Market Cap	Market Cap	No	IAK	iShares U.S. Insurance ETF	1.67%	16.21	1.03		--	--    	--		IAK	iShares U.S. Insurance ETF	BlackRock	0.44%	$151.64M	0.08%	Equity: U.S. Insurance	IAK	iShares U.S. Insurance ETF	Open-Ended Fund	20.00	39.60	1099
IAT	iShares U.S. Regional Banks ETF	BlackRock	Equity: U.S. Banks		A	91	98	78	IAT	iShares U.S. Regional Banks ETF	Equity	North America	U.S.	Sector	Financials	Banks	No	No	No	Dow Jones U.S. Select Regional Banks Index	Market Cap	Market Cap	No	IAT	iShares U.S. Regional Banks ETF	1.50%	17.91	1.47		--	--    	--		IAT	iShares U.S. Regional Banks ETF	BlackRock	0.44%	$653.68M	0.05%	Equity: U.S. Banks	IAT	iShares U.S. Regional Banks ETF	Open-Ended Fund	20.00	39.60	1099
IAU	iShares Gold Trust	BlackRock	Commodities: Precious Metals Gold		B	85	96	100	IAU	iShares Gold Trust	Commodities	Global	Global	Precious Metals	Gold	Physically Held	No	No	No	Gold Spot	Single Asset	Single Asset	No	IAU	iShares Gold Trust	0.00%	--	--		--	--    	--		IAU	iShares Gold Trust	BlackRock	0.25%	$7.58B	0.09%	Commodities: Precious Metals Gold	IAU	iShares Gold Trust	Grantor Trust	28.00	39.60	1099
IBB	iShares NASDAQ Biotechnology ETF	BlackRock	Equity: U.S. Biotech		A	92	95	73	IBB	iShares NASDAQ Biotechnology ETF	Equity	North America	U.S.	Sector	Health Care	Biotech	No	No	No	NASDAQ Biotechnology Index	NASDAQ - Listed	Market Cap	No	IBB	iShares NASDAQ Biotechnology ETF	0.18%	510.73	4.60		--	--    	--		IBB	iShares NASDAQ Biotechnology ETF	BlackRock	0.47%	$8.42B	0.07%	Equity: U.S. Biotech	IBB	iShares NASDAQ Biotechnology ETF	Open-Ended Fund	20.00	39.60	1099
IBCC	iShares iBonds Mar 2018 Term Corporate ex-Financials ETF	BlackRock	Fixed Income: U.S. - Corporate Investment Grade Short-Term		B	95	58	51	IBCC	iShares iBonds Mar 2018 Term Corporate ex-Financials ETF	Fixed Income	North America	U.S.	Corporate	Investment Grade	Short-Term	No	No	No	Bloomberg Barclays 2018 Maturity High Quality Corporate Index	Maturity	Tiered	No	IBCC	iShares iBonds Mar 2018 Term Corporate ex-Financials ETF	3.33%	--	--		0.96	A-	1.21%		IBCC	iShares iBonds Mar 2018 Term Corporate ex-Financials ETF	BlackRock	0.10%	$88.63M	0.24%	Fixed Income: U.S. - Corporate Investment Grade Short-Term	IBCC	iShares iBonds Mar 2018 Term Corporate ex-Financials ETF	Open-Ended Fund	20.00	39.60	1099
IBCD	iShares iBonds Mar 2020 Term Corporate ex-Financials ETF	BlackRock	Fixed Income: U.S. - Corporate Investment Grade Intermediate		B	92	49	70	IBCD	iShares iBonds Mar 2020 Term Corporate ex-Financials ETF	Fixed Income	North America	U.S.	Corporate	Investment Grade	Intermediate	No	No	No	Bloomberg Barclays 2020 Maturity High Quality Corporate Index	Maturity	Tiered	No	IBCD	iShares iBonds Mar 2020 Term Corporate ex-Financials ETF	5.15%	--	--		2.77	A-	1.69%		IBCD	iShares iBonds Mar 2020 Term Corporate ex-Financials ETF	BlackRock	0.10%	$85.88M	0.31%	Fixed Income: U.S. - Corporate Investment Grade Intermediate	IBCD	iShares iBonds Mar 2020 Term Corporate ex-Financials ETF	Open-Ended Fund	20.00	39.60	1099
IBCE	iShares iBonds Mar 2023 Term Corporate ex-Financials ETF	BlackRock	Fixed Income: U.S. - Corporate Investment Grade Intermediate		C	93	33	48	IBCE	iShares iBonds Mar 2023 Term Corporate ex-Financials ETF	Fixed Income	North America	U.S.	Corporate	Investment Grade	Intermediate	No	No	No	Bloomberg Barclays 2023 Maturity High Quality Corporate Index	Maturity	Tiered	No	IBCE	iShares iBonds Mar 2023 Term Corporate ex-Financials ETF	6.97%	--	--		5.36	A-	2.33%		IBCE	iShares iBonds Mar 2023 Term Corporate ex-Financials ETF	BlackRock	0.10%	$44.63M	0.51%	Fixed Income: U.S. - Corporate Investment Grade Intermediate	IBCE	iShares iBonds Mar 2023 Term Corporate ex-Financials ETF	Open-Ended Fund	20.00	39.60	1099
IBDB	iShares iBonds Mar 2018 Term Corporate ETF	BlackRock	Fixed Income: U.S. - Corporate Investment Grade Short-Term		B	94	42	55	IBDB	iShares iBonds Mar 2018 Term Corporate ETF	Fixed Income	North America	U.S.	Corporate	Investment Grade	Short-Term	No	No	No	Bloomberg Barclays 2018 Maturity Corporate Index	Maturity	Market Value	No	IBDB	iShares iBonds Mar 2018 Term Corporate ETF	3.74%	--	--		0.99	BBB+	1.43%		IBDB	iShares iBonds Mar 2018 Term Corporate ETF	BlackRock	0.10%	$104.96M	0.30%	Fixed Income: U.S. - Corporate Investment Grade Short-Term	IBDB	iShares iBonds Mar 2018 Term Corporate ETF	Open-Ended Fund	20.00	39.60	1099
IBDC	iShares iBonds Mar 2020 Term Corporate ETF	BlackRock	Fixed Income: U.S. - Corporate Investment Grade Intermediate		B	93	52	73	IBDC	iShares iBonds Mar 2020 Term Corporate ETF	Fixed Income	North America	U.S.	Corporate	Investment Grade	Intermediate	No	No	No	Bloomberg Barclays 2020 Maturity Corporate Index	Maturity	Market Value	No	IBDC	iShares iBonds Mar 2020 Term Corporate ETF	5.59%	--	--		2.75	BBB+	1.91%		IBDC	iShares iBonds Mar 2020 Term Corporate ETF	BlackRock	0.10%	$91.30M	0.38%	Fixed Income: U.S. - Corporate Investment Grade Intermediate	IBDC	iShares iBonds Mar 2020 Term Corporate ETF	Open-Ended Fund	20.00	39.60	1099
IBDD	iShares iBonds Mar 2023 Term Corporate ETF	BlackRock	Fixed Income: U.S. - Corporate Investment Grade Intermediate		C	92	39	52	IBDD	iShares iBonds Mar 2023 Term Corporate ETF	Fixed Income	North America	U.S.	Corporate	Investment Grade	Intermediate	No	No	No	Bloomberg Barclays 2023 Maturity Corporate Index	Maturity	Market Value	No	IBDD	iShares iBonds Mar 2023 Term Corporate ETF	7.50%	--	--		5.29	BBB+	2.60%		IBDD	iShares iBonds Mar 2023 Term Corporate ETF	BlackRock	0.10%	$81.27M	0.33%	Fixed Income: U.S. - Corporate Investment Grade Intermediate	IBDD	iShares iBonds Mar 2023 Term Corporate ETF	Open-Ended Fund	20.00	39.60	1099
IBDH	iShares iBonds Dec 2018 Term Corporate ETF	BlackRock	Fixed Income: U.S. - Corporate Investment Grade Short-Term		A	94	92	0	IBDH	iShares iBonds Dec 2018 Term Corporate ETF	Fixed Income	North America	U.S.	Corporate	Investment Grade	Short-Term	No	No	No	Bloomberg Barclays December 2018 Maturity Corporate Index	Maturity	Market Value	No	IBDH	iShares iBonds Dec 2018 Term Corporate ETF	1.59%	--	--		1.54	BBB+	1.56%		IBDH	iShares iBonds Dec 2018 Term Corporate ETF	BlackRock	0.10%	$186.96M	0.12%	Fixed Income: U.S. - Corporate Investment Grade Short-Term	IBDH	iShares iBonds Dec 2018 Term Corporate ETF	Open-Ended Fund	20.00	39.60	1099
IBDJ	iShares iBonds Dec 2017 Term Corporate ETF	BlackRock	Fixed Income: U.S. - Corporate Investment Grade Ultra-Short Term		B	88	83	--	IBDJ	iShares iBonds Dec 2017 Term Corporate ETF	Fixed Income	North America	U.S.	Corporate	Investment Grade	Ultra-Short Term	No	No	No	Bloomberg Barclays December 2017 Maturity Corporate Index	Maturity	Market Value	No	IBDJ	iShares iBonds Dec 2017 Term Corporate ETF	--	--	--		0.69	BBB+	1.29%		IBDJ	iShares iBonds Dec 2017 Term Corporate ETF	BlackRock	0.10%	$127.81M	0.14%	Fixed Income: U.S. - Corporate Investment Grade Ultra-Short Term	IBDJ	iShares iBonds Dec 2017 Term Corporate ETF	Open-Ended Fund	20.00	39.60	1099
IBDK	iShares iBonds Dec 2019 Term Corporate ETF	BlackRock	Fixed Income: U.S. - Corporate Investment Grade Short-Term		B	85	88	--	IBDK	iShares iBonds Dec 2019 Term Corporate ETF	Fixed Income	North America	U.S.	Corporate	Investment Grade	Short-Term	No	No	No	Bloomberg Barclays December 2019 Maturity Corporate Index	Maturity	Market Value	No	IBDK	iShares iBonds Dec 2019 Term Corporate ETF	1.93%	--	--		2.42	BBB+	1.78%		IBDK	iShares iBonds Dec 2019 Term Corporate ETF	BlackRock	0.10%	$228.66M	0.20%	Fixed Income: U.S. - Corporate Investment Grade Short-Term	IBDK	iShares iBonds Dec 2019 Term Corporate ETF	Open-Ended Fund	20.00	39.60	1099
IBDL	iShares iBonds Dec 2020 Term Corporate ETF	BlackRock	Fixed Income: U.S. - Corporate Investment Grade Intermediate		A	92	86	--	IBDL	iShares iBonds Dec 2020 Term Corporate ETF	Fixed Income	North America	U.S.	Corporate	Investment Grade	Intermediate	No	No	No	Bloomberg Barclays December 2020 Maturity Corporate Index	Maturity	Market Value	No	IBDL	iShares iBonds Dec 2020 Term Corporate ETF	2.28%	--	--		3.39	BBB+	2.08%		IBDL	iShares iBonds Dec 2020 Term Corporate ETF	BlackRock	0.10%	$233.30M	0.23%	Fixed Income: U.S. - Corporate Investment Grade Intermediate	IBDL	iShares iBonds Dec 2020 Term Corporate ETF	Open-Ended Fund	20.00	39.60	1099
IBDM	iShares iBonds Dec 2021 Term Corporate ETF	BlackRock	Fixed Income: U.S. - Corporate Investment Grade Intermediate		B	83	87	--	IBDM	iShares iBonds Dec 2021 Term Corporate ETF	Fixed Income	North America	U.S.	Corporate	Investment Grade	Intermediate	No	No	No	Bloomberg Barclays December 2021 Maturity Corporate Index	Maturity	Market Value	No	IBDM	iShares iBonds Dec 2021 Term Corporate ETF	--	--	--		4.14	BBB+	2.31%		IBDM	iShares iBonds Dec 2021 Term Corporate ETF	BlackRock	0.10%	$255.13M	0.28%	Fixed Income: U.S. - Corporate Investment Grade Intermediate	IBDM	iShares iBonds Dec 2021 Term Corporate ETF	Open-Ended Fund	20.00	39.60	1099
IBDN	iShares iBonds Dec 2022 Term Corporate ETF	BlackRock	Fixed Income: U.S. - Corporate Investment Grade Intermediate		C	80	73	--	IBDN	iShares iBonds Dec 2022 Term Corporate ETF	Fixed Income	North America	U.S.	Corporate	Investment Grade	Intermediate	No	No	No	Bloomberg Barclays December 2022 Maturity Corporate Index	Maturity	Market Value	No	IBDN	iShares iBonds Dec 2022 Term Corporate ETF	--	--	--		5.02	BBB+	2.56%		IBDN	iShares iBonds Dec 2022 Term Corporate ETF	BlackRock	0.10%	$155.70M	0.33%	Fixed Income: U.S. - Corporate Investment Grade Intermediate	IBDN	iShares iBonds Dec 2022 Term Corporate ETF	Open-Ended Fund	20.00	39.60	1099
IBDO	iShares iBonds Dec 2023 Term Corporate ETF	BlackRock	Fixed Income: U.S. - Corporate Investment Grade Intermediate		C	81	51	--	IBDO	iShares iBonds Dec 2023 Term Corporate ETF	Fixed Income	North America	U.S.	Corporate	Investment Grade	Intermediate	No	No	No	Bloomberg Barclays December 2023 Maturity Corporate Index	Maturity	Market Value	No	IBDO	iShares iBonds Dec 2023 Term Corporate ETF	--	--	--		5.73	BBB+	2.83%		IBDO	iShares iBonds Dec 2023 Term Corporate ETF	BlackRock	0.10%	$113.66M	0.32%	Fixed Income: U.S. - Corporate Investment Grade Intermediate	IBDO	iShares iBonds Dec 2023 Term Corporate ETF	Open-Ended Fund	20.00	39.60	1099
IBDP	iShares iBonds Dec 2024 Term Corporate ETF	BlackRock	Fixed Income: U.S. - Corporate Investment Grade Intermediate		C	83	51	--	IBDP	iShares iBonds Dec 2024 Term Corporate ETF	Fixed Income	North America	U.S.	Corporate	Investment Grade	Intermediate	No	No	No	Bloomberg Barclays December 2024 Maturity Corporate Index	Maturity	Market Value	No	IBDP	iShares iBonds Dec 2024 Term Corporate ETF	--	--	--		6.47	BBB+	3.07%		IBDP	iShares iBonds Dec 2024 Term Corporate ETF	BlackRock	0.10%	$82.17M	0.33%	Fixed Income: U.S. - Corporate Investment Grade Intermediate	IBDP	iShares iBonds Dec 2024 Term Corporate ETF	Open-Ended Fund	20.00	39.60	1099
IBDQ	iShares iBonds Dec 2025 Term Corporate ETF	BlackRock	Fixed Income: U.S. - Corporate Investment Grade Intermediate		C	84	63	--	IBDQ	iShares iBonds Dec 2025 Term Corporate ETF	Fixed Income	North America	U.S.	Corporate	Investment Grade	Intermediate	No	No	No	Bloomberg Barclays December 2025 Maturity Corporate Index	Maturity	Market Value	No	IBDQ	iShares iBonds Dec 2025 Term Corporate ETF	--	--	--		7.22	BBB+	3.18%		IBDQ	iShares iBonds Dec 2025 Term Corporate ETF	BlackRock	0.10%	$106.32M	0.36%	Fixed Income: U.S. - Corporate Investment Grade Intermediate	IBDQ	iShares iBonds Dec 2025 Term Corporate ETF	Open-Ended Fund	20.00	39.60	1099
IBDR	iShares iBonds Dec 2026 Term Corporate ETF	BlackRock	Fixed Income: U.S. - Corporate Investment Grade Intermediate		--	--	--	--	IBDR	iShares iBonds Dec 2026 Term Corporate ETF	Fixed Income	North America	U.S.	Corporate	Investment Grade	Intermediate	No	No	No	Bloomberg Barclays December 2026 Maturity Corporate Index	Maturity	Market Value	No	IBDR	iShares iBonds Dec 2026 Term Corporate ETF	--	--	--		8.05	BBB+	3.20%		IBDR	iShares iBonds Dec 2026 Term Corporate ETF	BlackRock	0.10%	$20.34M	0.40%	Fixed Income: U.S. - Corporate Investment Grade Intermediate	IBDR	iShares iBonds Dec 2026 Term Corporate ETF	Open-Ended Fund	0.00	0.00	1099
IBLN	Direxion iBillionaire Index ETF	Direxion	Equity: U.S. - Total Market		D	70	66	72	IBLN	Direxion iBillionaire Index ETF	Equity	North America	U.S.	Size and Style	Total Market	Broad-based	No	No	No	iBillionaire Index	Proprietary	Proprietary	No	IBLN	Direxion iBillionaire Index ETF	1.36%	28.18	2.70		--	--    	--		IBLN	Direxion iBillionaire Index ETF	Direxion	0.65%	$14.29M	0.17%	Equity: U.S. - Total Market	IBLN	Direxion iBillionaire Index ETF	Open-Ended Fund	20.00	39.60	1099
IBMF	iShares iBonds Sep 2017 Term Muni Bond ETF	BlackRock	Fixed Income: U.S. - Municipals Investment Grade Ultra-Short Term		B	94	64	53	IBMF	iShares iBonds Sep 2017 Term Muni Bond ETF	Fixed Income	North America	U.S.	Municipals	Investment Grade	Ultra-Short Term	No	No	No	S&P AMT-Free Municipal Series 2017 Index	AMT-Free	Market Value	No	IBMF	iShares iBonds Sep 2017 Term Muni Bond ETF	0.89%	--	--		0.68	AA-	0.68%		IBMF	iShares iBonds Sep 2017 Term Muni Bond ETF	BlackRock	0.18%	$200.30M	0.17%	Fixed Income: U.S. - Municipals Investment Grade Ultra-Short Term	IBMF	iShares iBonds Sep 2017 Term Muni Bond ETF	Open-Ended Fund	20.00	39.60	1099
IBMG	iShares iBonds Sep 2018 Term Muni Bond ETF	BlackRock	Fixed Income: U.S. - Municipals Investment Grade Short-Term		B	94	58	35	IBMG	iShares iBonds Sep 2018 Term Muni Bond ETF	Fixed Income	North America	U.S.	Municipals	Investment Grade	Short-Term	No	No	No	S&P AMT-Free Municipal Series 2018 Index	AMT-Free	Market Value	No	IBMG	iShares iBonds Sep 2018 Term Muni Bond ETF	0.87%	--	--		1.63	AA-	0.96%		IBMG	iShares iBonds Sep 2018 Term Muni Bond ETF	BlackRock	0.18%	$160.06M	0.19%	Fixed Income: U.S. - Municipals Investment Grade Short-Term	IBMG	iShares iBonds Sep 2018 Term Muni Bond ETF	Open-Ended Fund	20.00	39.60	1099
IBMH	iShares iBonds Sep 2019 Term Muni Bond ETF	BlackRock	Fixed Income: U.S. - Municipals Investment Grade Short-Term		B	94	57	0	IBMH	iShares iBonds Sep 2019 Term Muni Bond ETF	Fixed Income	North America	U.S.	Municipals	Investment Grade	Short-Term	No	No	No	S&P AMT-Free Municipal Series 2019 Index	AMT-Free	Market Value	No	IBMH	iShares iBonds Sep 2019 Term Muni Bond ETF	1.00%	--	--		2.53	AA-	1.07%		IBMH	iShares iBonds Sep 2019 Term Muni Bond ETF	BlackRock	0.18%	$140.68M	0.22%	Fixed Income: U.S. - Municipals Investment Grade Short-Term	IBMH	iShares iBonds Sep 2019 Term Muni Bond ETF	Open-Ended Fund	20.00	39.60	1099
IBMI	iShares iBonds Sep 2020 Term Muni Bond ETF	BlackRock	Fixed Income: U.S. - Municipals Investment Grade Intermediate		B	93	56	0	IBMI	iShares iBonds Sep 2020 Term Muni Bond ETF	Fixed Income	North America	U.S.	Municipals	Investment Grade	Intermediate	No	No	No	S&P AMT-Free Municipal Series 2020 Index	AMT-Free	Market Value	No	IBMI	iShares iBonds Sep 2020 Term Muni Bond ETF	1.15%	--	--		3.38	AA-	1.33%		IBMI	iShares iBonds Sep 2020 Term Muni Bond ETF	BlackRock	0.18%	$141.83M	0.29%	Fixed Income: U.S. - Municipals Investment Grade Intermediate	IBMI	iShares iBonds Sep 2020 Term Muni Bond ETF	Open-Ended Fund	20.00	39.60	1099
